id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
AUTH-002,Auth,/login,Magic-link request with Turnstile,"As a user without a password, I want to request a single-use sign-in link so that I can authenticate by email.","Rendered only when MAGIC_LINK_UI_ENABLED=1 and TURNSTILE_SITE_KEY is set. Submit is disabled until a Turnstile token exists; missing token shows 'Complete the security check first.' POST /api/auth/magic/start {email, turnstileToken}; success redirects to /magic/sent; failure shows the server detail message and resets the Turnstile widget.",/home/user/cadverify/frontend/src/app/(auth)/login/login-form.tsx,UI+API,TESTED-PASS,,,MAGIC_LINK_UI_ENABLED and TURNSTILE_SITE_KEY are unset in the running frontend env; the magic-link section is correctly absent per the documented gating. Turnstile/submit-disable behavior not exercisable locally.
AUTH-003,Auth,/login,Enterprise SSO entry + managed-access footer,"As an enterprise user, I want an SSO button so that I sign in through my organization's identity provider.","When SSO_LOGIN_PATH is set, a 'Continue with enterprise SSO' anchor links to that path; with password also enabled an 'OR USE PASSWORD' divider appears. When neither password nor magic signup is available the footer reads 'Access is managed by your organization administrator' instead of a signup link.",/home/user/cadverify/frontend/src/app/(auth)/login/page.tsx; /home/user/cadverify/frontend/src/app/(auth)/login/login-form.tsx,UI,TESTED-PASS,,,"SSO_LOGIN_PATH unset: SSO anchor and divider correctly absent; password enabled so footer correctly shows the ""Create an account"" signup link instead of the managed-access note."
AUTH-004,Auth,/signup,Signup mode gating (password / magic / managed),"As a new user, I want the signup page to offer only the enabled enrollment path so that I follow the correct flow for this environment.","If public password signup is enabled (publicPasswordSignupEnabled from PUBLIC_PASSWORD_SIGNUP_ENABLED + RELEASE), the direct form renders; client validates >=8 chars with a letter and digit before POST /api/auth/signup, success navigates to /onboarding, errors show the server detail message. If magic is enabled instead, a 'Verify email and continue' card links to /login#magic-link. Otherwise a 'Contact your organization administrator' card renders (with SSO link if SSO_LOGIN_PATH is set).",/home/user/cadverify/frontend/src/app/(auth)/signup/page.tsx; /home/user/cadverify/frontend/src/app/(auth)/signup/signup-form.tsx,UI+API,TESTED-PASS,,,"Local gating correct (password signup form renders). Client validation (>=8 chars, letter+digit) blocks the POST with the exact messages. Valid signup POSTs /api/auth/signup (200) and navigates to /onboarding, which server-redirects to /verify?welcome=1 (expected app behavior: onboarding is a redirect page)."
AUTH-005,Auth,/magic/sent,Non-enumerating sent confirmation,"As a user who requested a magic link, I want a confirmation page so that I know to check my email without leaking whether the address exists.","Static page reads 'If that address is allowed to sign in, a single-use link is on its way.' (no account enumeration), with a 'Try another email' link back to /login. Page is noindex.",/home/user/cadverify/frontend/src/app/(auth)/magic/sent/page.tsx,UI,TESTED-PASS,,,"Static confirmation page, no account enumeration."
AUTH-006,Auth,/magic/verify,Magic-link exchange with token scrubbing,"As a user clicking my emailed link, I want to confirm the exchange so that a session is established without the token lingering in my URL/history.","Token is read from the URL fragment (or legacy query) then immediately removed via history.replaceState, held only in memory. Clicking 'Continue to ProofShape' POSTs /api/auth/magic/exchange {token}; success redirects to the response's sanitized redirect path (default /verify); non-2xx shows 'Magic link invalid or expired.' (or server detail); absent token shows 'This sign-in link is missing or malformed.' with a 'Request a new link' → /login.",/home/user/cadverify/frontend/src/app/(auth)/magic/verify/page.tsx; /home/user/cadverify/frontend/src/app/(auth)/magic/verify/magic-verify-client.tsx,UI+API,TESTED-PASS,,,"No token -> ""This sign-in link is missing or malformed."" with Request-a-new-link -> /login. #token= fragment is immediately scrubbed to /magic/verify (history.replaceState) and held in memory; clicking Continue POSTs /api/auth/magic/exchange and a bogus token renders the error alert."
AUTH-007,Auth,/orgs/accept,Organization invite redemption,"As an invited teammate, I want opening my invite link to redeem the token so that I join the organization with the intended role.","On mount, POST /api/proxy/orgs/invites/accept {token}. Missing token → 'Invite token missing.' 401/403 → 'Log in as the invited account.' with a login link whose next returns to /orgs/accept?token=…. Success → 'Invitation accepted.' showing org_role and whether membership was created vs 'already a member; invite consumed without changing your role', plus an 'Open ProofShape' → /verify. Other errors show the backend detail; unreachable server shows 'Could not reach ProofShape.'",/home/user/cadverify/frontend/src/app/(auth)/orgs/accept/page.tsx,UI+API,TESTED-PASS,,,"Invite created via POST /api/proxy/orgs/invites as qa-tester (org admin, role viewer). Unauthenticated open shows the log-in-as-invited-account state with next-return login link; after logging in as the invitee the token redeems (""joined the organization as viewer"") with Open ProofShape link; missing token shows ""Invite token missing."""
BAT-001,API batch,POST /api/v1/batch,Create batch (ZIP upload),"As an analyst, I upload a ZIP of CAD files (optionally with a manifest CSV and webhook) so the whole set is analyzed as one batch.","With a valid ZIP and role>=analyst, returns 202 with batch_id, status, and status_url=/api/v1/batch/{ulid}; items are extracted and enqueued via arq; webhook_secret is never echoed back. Missing both file and direct_upload_id returns 400 BATCH_INPUT_REQUIRED; providing both returns 400 BATCH_INPUT_CONFLICT.",backend/src/api/batch_router.py:71-520,API,TESTED-PASS,,,"ZIP upload -> 202 {batch_id,status,status_url:/api/v1/batch/{ulid}}; items extracted+processed by arq (batch completed, 2 items). No input -> 400 BATCH_INPUT_REQUIRED; file+direct_upload_id -> 400 BATCH_INPUT_CONFLICT. webhook_secret never echoed (response carries only batch_id/status/status_url)."
BAT-002,API batch,POST /api/v1/batch,Honest 501 for S3/manifest-URL input,"As an analyst, if I pass s3_bucket/s3_prefix/manifest_url I get an honest not-implemented error instead of a doomed pending batch.","Any of s3_bucket, s3_prefix, or manifest_url present returns 501 with code S3_INPUT_UNSUPPORTED and a doc_url, before any Batch row is created. This is EXPECTED behavior, not a bug.",backend/src/api/batch_router.py:151-166,API,TESTED-PASS,,,"s3_bucket present -> 501 {code:S3_INPUT_UNSUPPORTED, doc_url}; no Batch row created (list unchanged)."
BAT-003,API batch,POST /api/v1/batch,job_type validation + cost-pipeline gate,"As an analyst, I choose job_type=dfm or cost and get clear errors for invalid or disabled modes.","job_type outside {dfm,cost} returns 422 INVALID_JOB_TYPE. job_type=cost with BATCH_COST_ENABLED off (default on) returns 501 BATCH_COST_NOT_ENABLED — an expected honest gate. Invalid cost-manifest rows return 400 INVALID_COST_MANIFEST at create time.","backend/src/api/batch_router.py:106-149,336-353",API,TESTED-PASS,,,job_type=weird -> 422 INVALID_JOB_TYPE naming valid set. job_type=cost with bad manifest (quantities='abc') -> 400 INVALID_COST_MANIFEST 'Row 2: invalid quantity'. BATCH_COST_ENABLED is on (default): valid cost batch accepted 202 and completed; the 501 BATCH_COST_NOT_ENABLED flag-off path not exercisable without env change (notes-only).
BAT-004,API batch,POST /api/v1/batch,"Upload guards: size caps, concurrency, SSRF","As an operator, oversized or dangerous batch inputs are rejected before work is created.",Declared Content-Length or streamed ZIP over BATCH_MAX_ZIP_BYTES returns 413; manifest over cap returns 413 BATCH_MANIFEST_TOO_LARGE; concurrency_limit outside 1-12 returns 422 INVALID_BATCH_CONCURRENCY; webhook_url resolving to internal ranges returns 400 webhook_url_rejected (SSRF guard); bad/zip-bomb archives return 400 without orphaned batches.,"backend/src/api/batch_router.py:120-132,196-257,325-333",API,TESTED-FAIL,"Bad archive returns 500 instead of 400: POST /api/v1/batch with a non-ZIP payload named .zip (STL bytes, application/zip) -> HTTP 500 'Internal Server Error' (reproduced twice). Cause: batch_service.extract_zip_path_to_items opens zipfile.ZipFile which raises zipfile.BadZipFile; batch_router.py only catches ValueError around extraction, so BadZipFile escapes as an unhandled 500. Expected 400 per story.",,Other guards pass: concurrency_limit=99 -> 422 INVALID_BATCH_CONCURRENCY (min/max in body); webhook_url=169.254.169.254 -> 400 webhook_url_rejected (SSRF); no orphaned batch left after the 500 (list shows only legit batches). Size caps (413 zip/manifest) verified in code only per briefing (declared Content-Length check exists at batch_router.py:230-247); not exercised with real GB uploads.
BAT-005,API batch,POST /api/v1/batch,Direct-upload attachment + enqueue-failure honesty,"As an analyst, I create a batch from a completed direct_upload_id, and a repeated POST or queue outage never loses or duplicates work.","direct_upload_id path locks and attaches the org-scoped upload; a repeated POST after a lost response returns the original batch (idempotent recovery). If the job queue is down, returns 503 BATCH_ENQUEUE_FAILED with accepted_batch info; a fresh batch is marked failed and its pending items terminalized to skipped so progress reads agree.",backend/src/api/batch_router.py:280-513,API,BLOCKED,,,"Direct upload requires S3 and is honestly disabled locally: GET /api/v1/uploads/capabilities -> available:false, unavailable_code:DIRECT_UPLOAD_REQUIRES_S3. Unknown direct_upload_id -> clean 404 DIRECT_UPLOAD_NOT_FOUND. Attach/idempotent-recovery/queue-outage (503 BATCH_ENQUEUE_FAILED) paths not exercisable in this environment."
BAT-006,API batch,GET /api/v1/batches,List org batches,"As a viewer, I list my org's batches newest-first with cursor pagination.","Role>=viewer; results filtered to Batch.org_id == caller's org (never leaks other orgs); returns per-batch status plus completed/failed/skipped item counts, next_cursor, and has_more; limit capped at 100.",backend/src/api/batch_router.py:528-570,API,TESTED-PASS,,,"Newest-first with per-batch completed/failed/skipped counts, next_cursor, has_more; other-org key sees empty list (no leak); limit=500 -> 422 le=100 validation."
BAT-007,API batch,GET /api/v1/batch/{id} + GET /api/v1/batch/{id}/items,Batch progress and paginated items,"As a viewer, I poll a batch's progress and page through its items filtered by status.","Progress returns durable item-state counters; unknown or other-org batch returns 404 (never 403). Items endpoint verifies org ownership first (404 otherwise), supports status filter and cursor (limit<=200), and returns per-item filename, status, analysis_id, DFM result fields, error_message, duration_ms.",backend/src/api/batch_router.py:578-658,API,TESTED-PASS,,,"Progress returns durable counters (total/completed/failed/skipped/pending). Other-org and unknown batch both -> 404 (never 403). Items return filename, status, analysis_id/url, verdict/best_process/issue_count, error_message, duration_ms; status=failed filter works; cursor fields present."
BAT-008,API batch,GET /api/v1/batch/{id}/results/csv,CSV export of batch results,"As a viewer, I download batch results as CSV once the batch is finished.","Org-scoped lookup (404 otherwise). Batch not in completed/failed state returns 400 'Batch not yet completed'; otherwise streams text/csv with Content-Disposition attachment filename batch_{id}_results.csv, columns varying by job_type.",backend/src/api/batch_router.py:666-699,API,TESTED-PASS,,,"Completed batch -> 200 text/csv, Content-Disposition attachment filename=batch_{id}_results.csv with DFM columns. Pending batch -> 400 'Batch not yet completed (status: pending)'. Other-org -> 404."
BAT-009,API batch,POST /api/v1/batch/{id}/cancel,Cancel batch atomically,"As an analyst, I cancel an in-flight batch and no items stay stuck pending.","Role>=analyst, org-scoped with row lock (404 otherwise). A batch already completed/failed/cancelled returns 409. Success sets status=cancelled, stamps completed_at, terminalizes all unfinished items to skipped, and returns {batch_id, status:cancelled}.",backend/src/api/batch_router.py:707-747,API,TESTED-PASS,,,"Cancel pending batch -> 200 {batch_id,status:cancelled}, completed_at stamped, both items terminalized to skipped (pending_items:0). Re-cancel -> 409 'already in terminal state: cancelled'; cancel of completed batch -> 409; other-org cancel -> 404."
BAT-010,API corpus/labeling,GET /api/v1/corpus/parts + GET /api/v1/corpus/parts/{part_id},Corpus list and detail with label overlay,"As a local single operator (LABELING_ENABLED=1), I browse corpus parts with their manifest metadata and resolved labels.","Routes exist ONLY when LABELING_ENABLED=1 (404 otherwise — expected production behavior); deliberately unauthenticated (localhost tool). List returns offset/limit pages with labeled/unlabeled counts, per-part metadata, process_family_guess, resolved label (exact labeler or majority), and mesh_url; unlabeled_only filters. Detail returns the manifest record plus all effective labels; unknown part_id returns 404.",backend/src/api/corpus_router.py:183-292; backend/main.py:589-592,API,TESTED-PASS,,,"LABELING_ENABLED=1: routes exist and are deliberately unauthenticated. Corpus root empty -> honest empty behavior: list {total:0, offset, limit, labeled:0, unlabeled:0, parts:[]}; unlabeled_only accepted; unknown part_id -> 404 'part_id not in manifest'. Per-part label overlay/mesh_url untestable with an empty manifest (noted)."
BAT-011,API corpus/labeling,GET /api/v1/corpus/parts/{part_id}/mesh.stl,Stream corpus STL (path-safe),"As the local labeler, I fetch a part's STL for the viewer straight from local disk.","Returns FileResponse model/stl with ETag and Cache-Control for a manifest part; part_id not in manifest, a rel_path escaping CORPUS_ROOT (traversal), or a missing file each return 404 with distinct logged reasons. Nothing leaves the machine.",backend/src/api/corpus_router.py:241-263,API,BLOCKED,,,"No manifest parts exist, so the positive FileResponse/ETag path cannot be exercised. Verified 404 for unknown part_id and for traversal attempt (..%2F..%2Fetc%2Fpasswd) -> 404."
BAT-012,API corpus/labeling,POST /api/v1/corpus/labels,Record human label (append-only),"As the local labeler, I record one process-family label per part; my latest label wins without erasing history.","part_id not in manifest returns 404; label outside the 6-key ontology (additive, subtractive, injection_molding, sheet_metal, casting, unsure_other) returns 422. Success appends a JSONL record (never mutates prior lines) with labeler resolved from body > X-Labeler header > LABELER env > 'local', and returns {ok, part_id, label, labeler, ts}.",backend/src/api/corpus_router.py:300-357,API,BLOCKED,,,"Label POST needs a manifest part; corpus manifest is empty. Verified part_id-not-in-manifest -> 404 (this check precedes label-ontology validation, so the 422 path is also unreachable without a part)."
BAT-013,API corpus/labeling,GET /api/v1/corpus/progress,Labeling progress/coverage,"As the local labeler, I see how much of the corpus is labeled and by whom.","Returns total_parts, labeled, unlabeled, per_label_counts across the full ontology (zero-filled), per_guess_counts, and the sorted labeler list; optional ?labeler= scopes resolution to that labeler's records.",backend/src/api/corpus_router.py:365-392,API,TESTED-PASS,,,"Progress returns total_parts/labeled/unlabeled, per_label_counts zero-filled across all 6 ontology keys, per_guess_counts, sorted labelers[]; ?labeler=alice accepted."
BAT-014,API designs,GET /api/v1/designs + GET /api/v1/designs/{id},List/get designs,"As a viewer, I list my org's Design Studio projects and open one with its current revision.","Role>=viewer, rate-limited 120/hour; list returns up to `limit` (1-100) serialized (project, current revision) pairs scoped to the caller's org. Get returns 404 for unknown or other-org design.",backend/src/api/designs.py:72-153,API,TESTED-PASS,,,"List returns org-scoped (project, current revision) pairs; other-org key sees empty list and gets 404 on my design id; unknown design -> 404."
BAT-015,API designs,POST /api/v1/designs,Create design (async CAD generation),"As an analyst who is an org member, I submit a name + parametric DesignPlan and get an async generation job producing immutable STEP/STL artifacts.","Requires analyst role AND org member (require_role_and_org_role) plus open write kill-switch; body is strictly validated (extra fields forbidden, name 1-120 chars). Success returns 202 with serialized design, job_id, and poll_url; caller with no org gets 403. If the job queue is down, returns 503 DESIGN_ENQUEUE_FAILED with the persisted design still included in the body.","backend/src/api/designs.py:85-122; backend/src/services/design_service.py:302,365-369",API,TESTED-PASS,,,"Valid plate plan -> 202 with serialized design (status generating, revision queued), job_id, poll_url. Extra body field -> 422 (extra='forbid'). NOTE (environmental, not app): generation later fails honestly with DESIGN_GENERATION_FAILED because gmsh cannot load (libGLU.so.1 missing in this container); failure copy/error code surfaced correctly on poll. 403 no-org path untestable (signup always creates an org)."
BAT-016,API designs,POST /api/v1/designs/interpret,Prompt-to-plan interpreter,"As an analyst, I type a natural-language prompt (max 500 chars) and get a structured DesignPlan suggestion without creating anything.","Requires analyst+org-member role; synchronous, no DB write; returns the interpreter's plan output for the prompt. Empty or over-length prompt fails validation (422).",backend/src/api/designs.py:125-136,API,TESTED-PASS,,,"Prompt '60x40 mm plate 5mm thick with two 6mm holes' -> 200 structured interpreter output (needs_input with kind=plate, prefill dims, missing hole_diameter_mm) with no DB write; empty prompt -> 422."
BAT-017,API designs,POST /api/v1/designs/{id}/revisions + GET .../revisions + GET .../revisions/{n},Immutable revisions,"As an analyst, I add a new plan revision to a design and read back the immutable revision history.",Create returns 202 with new revision + job_id; 404 for unknown/other-org design and 409 'The current revision is still generating' while a build is in flight; queue outage returns 503 DESIGN_ENQUEUE_FAILED. Revision list returns current_revision plus all serialized revisions; revision_no < 1 or unknown returns 404.,backend/src/api/designs.py:156-237; backend/src/services/design_service.py:393-403,API,TESTED-PASS,,,Revision create -> 202 with new revision + job_id; POST while revision 1 still generating -> 409 (verified on a fresh design). Revision list returns current_revision + all revisions with per-revision error objects; revisions/0 and /99 -> 404.
BAT-018,API designs,DELETE /api/v1/designs/{id},Archive design,"As an analyst org-member, I archive a design I no longer need.",Kill-switch gated; returns 204 on success; 404 for unknown/other-org design; 409 'A generating design cannot be archived' while its revision is still building.,backend/src/api/designs.py:240-250; backend/src/services/design_service.py:465-468,API,TESTED-PASS,,,Archive while generating -> 409 'A generating design cannot be archived'; after terminal revision -> 204; unknown and other-org design -> 404. Re-archiving an archived design returns 204 (idempotent) - not contradicted by the documented expected.
BAT-019,API designs,GET /api/v1/designs/{id}/preview.stl + /download.step (+ /revisions/{n}/ variants),Download revision artifacts,"As a viewer, I stream the STL preview or download the STEP file for the current or a specific revision.","Org-scoped; streams model/stl inline or model/step attachment with sanitized filename; STEP responses carry Cache-Control: private, no-store and an X-Geometry-SHA256 header with the revision's geometry hash. Not-yet-succeeded revision returns 409 'Design artifact is not ready'/'unavailable'; deleted blob returns 410; unknown design 404.",backend/src/api/designs.py:253-346; backend/src/services/design_service.py:497-514,API,BLOCKED,,,"Artifacts can never reach 'ready' in this environment: gmsh import fails (OSError libGLU.so.1 missing), so every revision ends failed - environmental, not an app bug. Verified: not-ready revision -> 409 'Design artifact is not ready' for preview.stl and download.step; unknown design -> 404. X-Geometry-SHA256/streaming/410 paths untestable."
BAT-020,API integrations,GET /api/v1/integrations/connectors,Connector catalog,"As a viewer, I see which SAP/PLM/quote connectors exist and their honest mode (offline_csv vs sandbox_api — no live credentials pretended).","Role>=viewer; returns the static connector list with id, mode (offline_csv or sandbox_api), and metadata; no org data involved.",backend/src/api/integrations.py:96-103; backend/src/services/integration_service.py:81-151,API,TESTED-PASS,,,"Catalog returns 5 static connectors: 3 offline_csv (configured:true) + 2 sandbox_api (configured:false, live_credentials_required:true) with id/mode/boundary_label/description metadata; no org data."
BAT-021,API integrations,GET+POST /api/v1/integrations/credential-profiles,Credential profiles (org-admin),"As an org admin, I register and list connector credential profiles for my org.",Requires OrgRole.admin; caller without an org gets 403. POST validates connector_id/label/base_url/auth_type lengths and returns 201 with the serialized profile (secret material not echoed raw); GET lists the org's profiles optionally filtered by connector_id.,backend/src/api/integrations.py:106-144,API,TESTED-PASS,,,POST (secret as object) -> 201 with serialized profile; raw secret never echoed - only secret_fingerprint (hmac_sha256). String secret -> 422 validation. GET lists org profiles with connector_id filter.
BAT-022,API integrations,GET/POST-probe/DELETE /api/v1/integrations/credential-profiles/{id},"Profile detail, probe, revoke","As an org admin, I inspect a stored profile, run a connectivity probe, and revoke it.",All org-scoped to the admin's org (other-org profile not retrievable). Probe returns a probe result object without performing live-credentialed writes; DELETE marks the profile revoked and returns the updated serialized profile (200).,backend/src/api/integrations.py:147-184,API,TESTED-PASS,,,"Detail 200 org-scoped; other-org key -> 404. Probe -> 200 probe object (read_only:true, mode sandbox_api, fingerprint; no live write). DELETE -> 200 serialized profile with revoked_at set and configured:false."
BAT-023,API integrations,POST /api/v1/integrations/runs,Offline CSV dry-run / import with run ledger,"As an analyst, I upload a connector CSV export to dry-run it through the real parsers, or actually import it, with durable run evidence either way.","mode=dry_run parses only; mode=import executes the matching importer and is blocked when the write kill-switch is closed; any other mode returns 400. Empty upload returns 400; CSV over INTEGRATION_IMPORT_MAX_MB (default 10MB) returns 413; unknown connector 404; non-UTF-8 CSV 400. Success persists an org-stamped integration_runs ledger row (raw bytes hashed+counted, not stored) and returns the serialized run with imported/updated counts (0 in dry_run).",backend/src/api/integrations.py:187-221; backend/src/services/integration_service.py:157-273,API,TESTED-PASS,,,"ground_truth_csv dry_run -> run status passed, rows_valid=2, imported_count=0, raw_stored:false, file hashed+counted. mode=import -> imported_count=2. mode=yolo -> 400; unknown connector -> 404; empty file -> 400; non-UTF-8 -> 400. 413 >10MB cap notes-only (code-verified cap read via _import_cap_bytes)."
BAT-024,API integrations,GET /api/v1/integrations/runs + GET /runs/{id},Integration run ledger reads,"As a viewer, I audit past connector runs for my org and open one run's evidence.","Role>=viewer, org-scoped (403 with no org). List is cursor-paginated (limit<=100) with connector_id and status filters (invalid status returns 400); detail returns 404 for unknown/other-org run.",backend/src/api/integrations.py:224-264; backend/src/services/integration_service.py:309-331,API,TESTED-PASS,,,"List cursor-paginated with connector_id+status filters; status=bogus -> 400 'invalid integration run status'; detail 200 own org, other-org run -> 404."
BAT-025,API rfq,POST /api/v1/rfq-packages,Create RFQ evidence package,"As an analyst, I bundle saved cost-decision artifacts into a local RFQ evidence package for a supplier (no send, no marketplace).","Kill-switch gated, role>=analyst, org required (403 otherwise). Empty decision_ids returns 400; more than MAX_ITEMS returns 400; any decision not found in the caller's org returns 404. Success returns 201 with the serialized package including items; include_raw_cad optionally embeds source CAD.",backend/src/api/rfq_packages.py:40-62; backend/src/services/rfq_package_service.py:393-420,API,TESTED-PASS,,,"Created from one saved cost decision (POST /validate/cost on qa-box.stl -> saved.id) -> 201 package with items, honest warnings (decision_unapproved, confidence_unvalidated), raw_cad_included:false, live_supplier_send:false. Empty decision_ids -> 400; unknown decision -> 404; other-org decision -> 404."
BAT-026,API rfq,GET /api/v1/rfq-packages + GET /{package_id},List/get RFQ packages,"As a viewer, I list my org's RFQ packages and open one with its line items.",Role>=viewer; list returns up to limit (1-100) org-scoped packages; detail includes items and returns 404 'RFQ package not found.' for unknown or other-org package.,backend/src/api/rfq_packages.py:65-88; backend/src/services/rfq_package_service.py:520-546,API,TESTED-PASS,,,List returns org-scoped packages; detail 200 with items; other-org and unknown package -> 404 'RFQ package not found.'
BAT-027,API rfq,GET /api/v1/rfq-packages/{package_id}/download.zip,Download RFQ evidence ZIP,"As a viewer, I download the package as a ZIP (supplier brief, line-items CSV, decision evidence, optional CAD).",Org-scoped (404 otherwise); builds the ZIP on demand and returns application/zip with a sanitized attachment filename '{title}-{ulid}.zip'.,backend/src/api/rfq_packages.py:91-106; backend/src/services/rfq_package_service.py:550+,API,TESTED-PASS,,,"download.zip -> 200 application/zip, Content-Disposition 'QA_RFQ_Package-{ulid}.zip' (sanitized title). Valid ZIP containing package_manifest.json, line-items.csv, supplier-brief.md/pdf, cost-decisions.json, per-decision evidence + raw-cad-unavailable.txt. Other-org -> 404."
BAT-028,API reconstruct,GET /api/v1/reconstruct/capability,Honest reconstruction capability probe,"As any authenticated user, I check whether image-to-3D is actually enabled before my browser accepts images.","Role>=viewer; returns available, can_submit (true only for analyst+), effective_backend, customer_data_egress/requires_egress_acknowledgement flags, an honest human message for each state (disabled / third-party egress / in-deployment), and an accuracy_notice that meshes are estimates, plus verify_path fallback.",backend/src/api/reconstruct_router.py:26-67,API,TESTED-PASS,,,"200 {available:false, can_submit:true (analyst), effective_backend:none, customer_data_egress:false, requires_egress_acknowledgement:false} with honest human message, accuracy_notice (estimate, not authoritative CAD), verify_path fallback."
BAT-029,API reconstruct,POST /api/v1/reconstruct,Image-to-mesh submit with honest 501 + egress opt-in gate,"As an analyst, I upload 1-4 images with a ULID Idempotency-Key to reconstruct a mesh — and if no backend is available I get an honest refusal, never a silent third-party egress.","With no local model and no explicit remote opt-in (RECONSTRUCTION_BACKEND=remote / RECONSTRUCTION_ALLOW_REMOTE_EGRESS=1), returns 501 RECONSTRUCTION_UNAVAILABLE — EXPECTED default behavior. A remote-egress backend without the X-Reconstruction-Egress-Acknowledged header returns 428. Otherwise: image count outside 1-4 or invalid images return 400, idempotency conflict 409, queue outage 503 RECONSTRUCTION_ENQUEUE_FAILED (retryable), success 202 with job_id and poll_url /api/v1/jobs/{ulid}.",backend/src/api/reconstruct_router.py:70-172; backend/src/services/reconstruction_service.py:80-236,API,TESTED-PASS,,,Submit with image + ULID Idempotency-Key -> 501 RECONSTRUCTION_UNAVAILABLE with explicit copy about no local model and remote-egress opt-in flags (EXPECTED default). 428/400/409/503/202 paths require an enabled backend - untestable here.
BAT-030,API reconstruct,GET /api/v1/reconstructions/{job_id}/mesh.stl,Download reconstructed mesh,"As a viewer who owns the job, I download the reconstructed STL once the job completes.","Ownership-scoped; streams application/sla with attachment filename reconstructed_{job_id}.stl; returns 404 when the job is unknown, not the caller's, or not complete.",backend/src/api/reconstruct_router.py:175-201,API,TESTED-FAIL,Malformed job_id crashes with 500: GET /api/v1/reconstructions/01JUNKNOWNULIDAAAAAAAAAAAA/mesh.stl (26 chars but invalid Crockford ULID) -> HTTP 500 'Internal Server Error'. Cause: reconstruction_service._validate_ulid raises ValueError which reconstruct_router.download_reconstruction_mesh does not catch. Expected 404 for any unknown job per story.,,Well-formed unknown ULID -> 404 'Mesh not found or job not complete' correctly. Success/ownership-positive path untestable (no reconstruction backend).
BAT-031,API ground-truth,POST /api/v1/ground-truth + GET '' + GET /{record_id},Org-scoped ground-truth records,"As an analyst, I persist real cost/quote data (with provenance and stand_in honesty flags) for my org; as a viewer I read it back.","Create: kill-switch gated, analyst, 403 without org, 400 on invalid payload (non-positive cost etc.); last-write-wins dedup on (part_id, process, quantity, shop); emits groundtruth.ingested audit event; source_type synthetic/seed/demo/stand_in is forced to stand_in=True and can never validate. Reads: viewer, org-scoped; detail returns 404 for other-org record.",backend/src/api/groundtruth.py:170-232,API,TESTED-FAIL,"Invalid payload returns 422, documented expected is 400: POST /api/v1/ground-truth with actual_unit_cost_usd=-2 -> 422 VALIDATION_ERROR (pydantic gt=0), and empty part_id -> 422 (min_length). Story (and route docstring) promise 'a non-positive cost / empty part_id is a clean 400'; the service-level ValueError->400 path is unreachable for these named cases. Minor status-code deviation; no crash.",,"All other assertions pass: create 200 org-stamped; source_type=synthetic forced stand_in with source rewritten '[STAND-IN - not real]' even when stand_in:false sent; last-write-wins dedup on (part_id,process,quantity,shop) verified (new id, old id 404s, cost updated); reads viewer org-scoped; other-org detail -> 404."
BAT-032,API ground-truth,POST /api/v1/ground-truth/recalibrate,Honestly gated recalibration,"As an analyst, I trigger recalibration over my org's records to refresh measured cost confidence intervals — but only when there is enough REAL data.","Kill-switch gated, analyst, tight rate limit (10/hour). With fewer than MIN_REAL_RECORDS real (non-stand-in) records, returns 422 naming n_real, n_records, and min_real instead of emitting a calibration from synthetic data — EXPECTED honest refusal. Otherwise returns the recalibration summary including whether the band is validated (True only from real held-out residuals).",backend/src/api/groundtruth.py:235-264,API,TESTED-PASS,,,"With 3 real records: 422 honest refusal naming n_real:3, n_records:4 (stand-ins excluded), min_real:8, with clear copy that synthetic records never count. EXPECTED honest gate."
BAT-033,API ground-truth,GET /api/v1/ground-truth/import/template + POST /import,Bulk CSV import with honest partial success,"As an analyst, I download the exact CSV header, then bulk-import historical costs; bad rows are reported per-line, never coerced.","Template returns plain-text CSV header + example (viewer). Import: kill-switch gated, analyst; accepts multipart file OR raw text/csv body; over GROUNDTRUTH_IMPORT_MAX_MB (default 10MB) returns 413 streamed (never buffered unbounded); empty 400; non-UTF-8 400. Always 200 on parseable input with {imported, skipped, total, errors:[{line, reason}]} — even imported=0 with all rows invalid; imported rows go through the same org-scoped create path as real (stand_in=False) unless source_type marks them synthetic.",backend/src/api/groundtruth.py:267-348,API,TESTED-PASS,,,"Template -> plain-text CSV header + example row. Import: multipart AND raw text/csv body both work; mixed file (1 good, 1 bad quantity) -> 200 {imported:1, skipped:1, total:2, errors:[{line:3, reason:'quantity not an integer'}]} - honest partial success, no coercion; empty body -> 400. 413 >10MB streamed cap notes-only."
BAT-034,API metrics,GET /metrics,Prometheus exposition (deliberately unauthenticated),"As an operator, my Prometheus scraper reads machine metrics without an API key (private-network scrape by design).",Unauthenticated by design. METRICS_ENABLED=0 returns 404 (expected disable behavior); prometheus-client not installed returns honest 503 'metrics unavailable'; otherwise returns text/plain; version=0.0.4 exposition including HTTP counters/histograms and queue/worker gauges refreshed from ops health (scrape stays 200 even if the DB is momentarily down — stale gauges over a failing endpoint).,backend/src/api/metrics.py:39-114,API,TESTED-PASS,,,"GET /metrics unauthenticated -> 200 text/plain; version=0.0.4 with HTTP counters/histograms, cadverify_jobs_current / batches_current / batch_items / webhook gauges, cadverify_async_worker_up. METRICS_ENABLED=0 and missing-prometheus-client paths not exercisable without env changes (notes-only)."
